attack_first,defense_first,hp_first,name_first,sp_attack_first,sp_defense_first,attack_second,defense_second,hp_second,name_second,sp_attack_second,sp_defense_second,pokedex_number,winner_name
165,95,68,Gallade,65,115,76,64,85,Furret,45,55,475,Gallade
80,70,75,Golbat,65,75,55,45,45,Delibird,65,45,225,Delibird
49,65,45,Chikorita,49,65,95,75,105,Seismitoad,85,75,537,Seismitoad
85,50,60,Raichu,95,85,85,125,50,Sableye,85,115,26,Raichu
40,50,40,Seedot,30,30,84,105,55,Gorebyss,114,75,368,Gorebyss
85,60,60,Combusken,85,60,75,80,165,Alomomola,40,45,594,Alomomola
35,30,40,Weedle,20,20,80,140,65,Skarmory,40,70,13,Weedle
80,65,43,Corphish,50,35,181,131,59,Kartana,59,31,798,Kartana
55,30,40,Taillow,30,30,60,110,65,Glaceon,130,95,276,Taillow
70,45,55,Growlithe,70,50,38,39,44,Flabébé,61,79,669,Flabébé
30,35,40,Noibat,45,40,41,77,66,Lileep,61,87,714,Noibat
50,120,60,Magcargo,90,80,139,139,107,Buzzwole,53,53,794,Buzzwole
60,60,50,Skrelp,60,60,78,103,54,Tirtouga,53,45,690,Skrelp
85,51,77,Kricketune,55,51,131,95,126,Yveltal,131,98,717,Yveltal
95,105,90,Ampharos,165,110,150,50,60,Aegislash,150,50,181,Ampharos
55,52,62,Heliolisk,109,94,100,70,80,Sawsbuck,60,70,695,Heliolisk
95,95,95,Type: Null,95,95,103,75,100,Shaymin,120,75,772,Type: Null
45,65,40,Mr. Mime,100,120,35,55,50,Silcoon,25,25,122,Mr. Mime
130,115,70,Tapu Bulu,85,95,100,200,80,Regirock,50,100,377,Regirock
63,152,50,Toxapex,53,142,29,45,40,Burmy,29,45,748,Toxapex
80,70,75,Golbat,65,75,120,53,50,Hitmonlee,35,110,106,Hitmonlee
35,35,38,Kirlia,65,55,100,63,75,Zebstrika,80,63,523,Zebstrika
52,43,39,Charmander,60,50,65,65,70,Delcatty,55,55,301,Delcatty
78,103,54,Tirtouga,53,45,95,60,75,Cinccino,65,60,573,Cinccino
80,70,85,Porygon-Z,135,75,65,65,65,Poliwhirl,50,50,61,Poliwhirl
117,80,95,Krookodile,65,70,125,52,100,Honchkrow,105,52,430,Honchkrow
45,55,65,Seel,45,70,60,30,45,Houndour,80,50,228,Houndour
30,15,45,Smoochum,85,65,63,152,50,Toxapex,53,142,748,Toxapex
85,60,79,Bibarel,55,60,115,80,80,Unfezant,65,55,521,Unfezant
105,70,68,Bruxish,70,70,50,90,40,Skorupi,30,55,451,Skorupi
55,85,116,Musharna,107,95,70,130,40,Dusclops,60,130,518,Musharna
103,75,100,Shaymin,120,75,55,115,65,Tangela,100,40,114,Tangela
83,68,111,Gastrodon,92,82,60,62,70,Masquerain,100,82,423,Gastrodon
47,50,50,Joltik,57,50,25,41,37,Kricketot,25,41,401,Kricketot
120,60,144,Hariyama,40,60,155,109,95,Gyarados,70,130,130,Gyarados
125,60,65,Mienshao,95,60,29,31,43,Cosmog,29,31,620,Mienshao
130,80,95,Beartic,70,80,90,80,85,Crobat,70,80,614,Beartic
55,50,50,Pidove,36,30,105,100,85,Feraligatr,79,83,519,Pidove
50,40,40,Poliwag,40,40,61,40,48,Croagunk,61,40,453,Croagunk
50,145,58,Cofagrigus,95,105,40,40,55,Mareep,65,45,179,Mareep
70,40,80,Accelgor,100,60,85,51,77,Kricketune,55,51,617,Accelgor
100,60,60,Minior,100,60,45,40,40,Electrike,65,40,309,Electrike
117,70,66,Fraxure,40,50,60,126,103,Audino,80,126,531,Audino
100,60,90,Shiftry,90,60,48,65,44,Squirtle,50,64,275,Shiftry
80,50,60,Teddiursa,50,50,90,106,91,Heatran,130,106,216,Teddiursa
40,48,52,Steenee,40,48,55,80,55,Sandygast,70,45,769,Sandygast
85,60,60,Combusken,85,60,55,45,45,Delibird,65,45,256,Combusken
25,45,76,Munna,67,55,90,20,45,Carvanha,65,20,517,Munna
115,105,60,Kabutops,65,70,70,120,120,Cresselia,75,130,141,Kabutops
85,55,55,Larvesta,50,55,72,78,68,Hippopotas,38,42,449,Hippopotas
100,60,73,Seviper,100,60,78,135,60,Turtonator,91,85,336,Seviper
75,70,50,Scraggy,35,70,65,70,60,Gloom,85,75,44,Gloom
51,23,64,Whismur,51,23,45,70,60,Gothorita,75,85,293,Whismur
63,47,63,Stunky,41,41,100,100,100,Celebi,100,100,251,Celebi
55,85,116,Musharna,107,95,90,110,70,Drapion,60,75,518,Musharna
30,50,40,Voltorb,55,55,150,70,106,Mewtwo,194,120,100,Voltorb
40,52,38,Dewpider,40,72,65,110,95,Umbreon,60,130,751,Dewpider
105,75,105,Muk,65,100,30,32,40,Surskit,50,52,283,Surskit
112,118,108,Hippowdon,68,72,45,70,60,Gothorita,75,85,575,Gothorita
55,70,75,Jumpluff,55,95,30,55,43,Luvdisc,40,65,370,Luvdisc
90,70,70,Mightyena,60,60,72,78,68,Hippopotas,38,42,262,Mightyena
73,75,65,Volbeat,47,85,30,41,38,Zigzagoon,30,41,263,Zigzagoon
50,70,60,Dustox,50,90,30,55,50,Litwick,65,55,269,Dustox
60,70,70,Cherrim,87,78,30,15,90,Igglybuff,40,20,421,Cherrim
70,45,140,Wigglytuff,85,50,70,48,43,Phantump,50,60,40,Wigglytuff
85,65,68,Gardevoir,165,135,125,230,75,Steelix,55,95,282,Gardevoir
30,30,30,Sunkern,30,30,63,37,45,Elekid,65,55,239,Elekid
90,72,91,Virizion,90,129,60,55,63,Pidgeotto,50,50,17,Pidgeotto
74,50,59,Golett,35,50,115,90,95,Incineroar,80,90,727,Incineroar
48,65,44,Squirtle,50,64,95,180,50,Cloyster,85,45,7,Squirtle
69,69,60,Brionne,91,81,73,88,71,Clawitzer,120,89,729,Brionne
82,57,47,Crabrawler,42,47,35,40,25,Wimpod,20,30,739,Crabrawler
140,130,115,Rhyperior,55,55,125,100,65,Bisharp,60,70,464,Rhyperior
60,70,90,Sealeo,75,70,135,60,110,Excadrill,50,65,364,Sealeo
40,90,20,Duskull,30,90,38,39,44,Flabébé,61,79,669,Flabébé
25,45,20,Mime Jr.,70,90,75,50,55,Staravia,40,40,397,Staravia
100,60,60,Minior,100,60,100,100,100,Manaphy,100,100,490,Manaphy
24,86,57,Bronzor,24,86,100,100,100,Jirachi,100,100,436,Bronzor
40,85,50,Shelmet,40,65,80,90,30,Kabuto,55,45,616,Shelmet
155,120,65,Pinsir,65,90,92,88,86,Malamar,68,75,127,Pinsir
62,63,60,Ivysaur,80,80,67,75,73,Ninetales,81,100,2,Ivysaur
80,90,30,Kabuto,55,45,80,65,43,Corphish,50,35,341,Corphish
60,75,60,Servine,60,75,61,65,56,Chespin,48,45,496,Servine
70,40,40,Riolu,35,40,40,60,45,Swablu,40,75,333,Swablu
95,82,80,Garbodor,60,82,84,70,70,Pupitar,65,70,569,Garbodor
72,78,68,Hippopotas,38,42,185,115,80,Heracross,40,105,214,Heracross
100,80,79,Tornadus,110,90,140,130,45,Wishiwashi,140,135,746,Wishiwashi
82,78,80,Golduck,95,80,75,80,70,Manectric,135,80,55,Golduck
100,115,70,Sudowoodo,30,65,53,70,45,Sewaddle,40,60,540,Sewaddle
90,115,65,Scrafty,45,115,145,67,72,Greninja,153,71,658,Greninja
72,72,101,Aromatisse,99,89,95,100,65,Shelgon,60,50,372,Shelgon
20,65,35,Togepi,40,65,90,90,70,Darkrai,135,90,175,Togepi
30,30,40,Lotad,40,50,64,58,58,Charmeleon,80,65,270,Lotad
35,50,55,Ledian,55,110,85,50,60,Raichu,95,85,166,Ledian
65,95,40,Koffing,60,45,60,60,60,Misdreavus,85,85,109,Koffing
125,230,75,Steelix,55,95,75,75,90,Politoed,90,100,186,Politoed
60,62,70,Masquerain,100,82,125,60,65,Mienshao,95,60,284,Masquerain
82,62,67,Pancham,46,48,65,45,50,Grovyle,85,65,674,Pancham
27,60,40,Cottonee,37,50,50,40,55,Minccino,40,40,572,Minccino
115,60,70,Cacturne,115,60,75,50,55,Staravia,40,40,397,Staravia
100,80,100,Piloswine,60,60,50,120,60,Magcargo,90,80,219,Magcargo
85,60,79,Bibarel,55,60,33,58,190,Wobbuffet,33,58,202,Wobbuffet
56,77,85,Diggersby,50,77,75,50,55,Staravia,40,40,397,Staravia
105,105,80,Mesprit,105,105,55,50,50,Pidove,36,30,481,Mesprit
25,50,45,Kakuna,25,25,90,80,85,Crobat,70,80,169,Crobat
100,115,70,Sudowoodo,30,65,59,50,77,Amaura,67,63,185,Sudowoodo
73,88,71,Clawitzer,120,89,95,125,75,Gliscor,45,75,472,Gliscor
181,131,59,Kartana,59,31,110,125,75,Kommo-o,100,105,798,Kartana
35,30,40,Weedle,20,20,65,40,40,Zorua,80,40,570,Zorua
110,110,75,Altaria,110,105,30,32,40,Surskit,50,52,283,Surskit
40,35,40,Tentacool,50,100,82,100,80,Meganium,83,100,72,Tentacool
65,80,60,Gengar,170,95,100,121,216,Zygarde,91,95,718,Zygarde
95,105,90,Ampharos,165,110,75,130,75,Uxie,75,130,480,Uxie
67,60,45,Goldeen,35,50,73,75,65,Volbeat,47,85,313,Volbeat
68,72,86,Pyroar,109,66,130,80,60,Breloom,60,60,286,Breloom
135,60,110,Excadrill,50,65,100,45,45,Trapinch,45,45,328,Trapinch
72,78,68,Hippopotas,38,42,105,65,80,Victreebel,100,70,71,Victreebel
120,90,125,Kyurem,170,100,65,65,90,Slowpoke,40,40,646,Kyurem
90,45,1,Shedinja,30,30,20,30,40,Ledyba,40,80,165,Ledyba
104,105,55,Huntail,94,75,45,65,40,Mr. Mime,100,120,367,Huntail
50,100,60,Pelipper,95,70,125,80,120,Bewear,55,60,279,Pelipper
68,72,86,Pyroar,109,66,55,55,70,Flaaffy,80,60,180,Flaaffy
160,100,150,Slaking,95,65,35,55,40,Morelull,65,75,755,Morelull
55,75,70,Vullaby,45,65,40,50,40,Seedot,30,30,629,Vullaby
40,55,40,Baltoy,40,70,53,70,45,Sewaddle,40,60,540,Sewaddle
50,95,85,Togekiss,120,115,100,45,45,Trapinch,45,45,328,Trapinch
181,131,59,Kartana,59,31,95,105,90,Ampharos,165,110,181,Ampharos
48,65,44,Squirtle,50,64,100,115,60,Klinklang,70,85,7,Squirtle
40,90,20,Duskull,30,90,73,70,85,Hypno,73,115,97,Hypno
55,55,70,Flaaffy,80,60,125,100,65,Bisharp,60,70,625,Bisharp
60,75,60,Servine,60,75,75,115,100,Suicune,90,115,496,Servine
70,90,77,Vikavolt,145,75,45,40,40,Electrike,65,40,309,Electrike
54,53,53,Inkay,37,46,121,119,82,Tyrantrum,69,59,697,Tyrantrum
85,70,65,Eelektrik,75,70,30,30,60,Hoothoot,36,56,163,Hoothoot
78,135,60,Turtonator,91,85,58,80,72,Sigilyph,103,80,776,Turtonator
120,60,144,Hariyama,40,60,50,55,45,Oddish,75,65,43,Oddish
123,65,110,Emboar,100,65,70,65,60,Roserade,125,105,407,Roserade
100,100,100,Victini,100,100,80,65,65,Herdier,35,65,494,Victini
135,60,110,Excadrill,50,65,90,120,65,Weezing,85,70,110,Weezing
165,75,64,Banette,93,83,105,105,80,Mesprit,105,105,481,Mesprit
65,70,60,Gloom,85,75,105,75,105,Muk,65,100,44,Gloom
40,35,40,Tentacool,50,100,30,55,50,Litwick,65,55,72,Tentacool
85,70,45,Pawniard,40,40,89,77,58,Tyrunt,45,45,696,Tyrunt
120,100,70,Camerupt,145,105,75,80,70,Manectric,135,80,310,Manectric
60,60,90,Phanpy,40,40,45,20,115,Jigglypuff,45,25,39,Jigglypuff
105,125,50,Mawile,55,95,20,55,50,Metapod,25,25,303,Mawile
52,43,39,Cyndaquil,60,50,52,60,78,Spritzee,63,65,155,Cyndaquil
105,75,105,Muk,65,100,75,50,70,Stufful,45,50,759,Stufful
85,40,50,Cacnea,85,40,47,52,55,Nidoran♀,40,40,331,Cacnea
70,48,43,Phantump,50,60,62,67,70,Nidorina,55,55,708,Phantump
105,65,80,Victreebel,100,70,50,40,60,Plusle,85,75,71,Victreebel
78,95,61,Quilladin,56,58,115,85,115,Entei,90,75,651,Quilladin
70,70,75,Oricorio,98,70,140,130,45,Wishiwashi,140,135,746,Wishiwashi
45,40,59,Bidoof,35,40,65,40,40,Zorua,80,40,570,Zorua
82,95,57,Charjabug,55,75,40,40,55,Mareep,65,45,737,Charjabug
150,40,65,Beedrill,15,80,100,120,75,Sandslash,25,65,28,Sandslash
47,75,65,Illumise,73,85,131,95,126,Yveltal,131,98,717,Yveltal
72,72,101,Aromatisse,99,89,81,71,78,Talonflame,74,69,663,Talonflame
25,45,76,Munna,67,55,55,35,40,Fomantis,50,35,517,Munna
68,83,99,Tropius,72,87,25,50,45,Kakuna,25,25,357,Tropius
75,85,55,Roggenrola,25,25,134,95,91,Dragonite,100,100,524,Roggenrola
48,43,50,Barboach,46,41,60,60,60,Spinda,60,60,327,Spinda
130,90,106,Ho-Oh,110,154,85,50,55,Trumbeak,40,50,732,Trumbeak
85,75,70,Tapu Lele,130,115,48,54,62,Espurr,63,60,677,Espurr
80,105,95,Miltank,40,70,80,70,70,Froslass,80,70,478,Froslass
63,152,50,Toxapex,53,142,40,90,20,Duskull,30,90,355,Duskull
45,70,60,Gothorita,75,85,80,140,65,Skarmory,40,70,575,Gothorita
107,122,88,Chesnaught,74,75,120,90,100,Passimian,40,60,652,Chesnaught
68,83,99,Tropius,72,87,40,40,55,Mareep,65,45,179,Mareep
60,110,65,Glaceon,130,95,45,55,65,Seel,45,70,471,Glaceon
150,50,60,Aegislash,150,50,72,72,101,Aromatisse,99,89,681,Aegislash
30,42,30,Combee,30,42,124,78,95,Pangoro,69,71,415,Combee
40,50,60,Minun,75,85,60,75,70,Lilligant,110,75,549,Lilligant
115,75,85,Lycanroc,55,75,110,120,80,Volcanion,130,90,745,Lycanroc
120,60,144,Hariyama,40,60,64,45,41,Dratini,50,50,147,Dratini
50,80,100,Azumarill,60,80,90,140,60,Lairon,50,50,184,Azumarill
35,45,45,Cherubi,62,53,60,30,45,Houndour,80,50,420,Cherubi
63,152,50,Toxapex,53,142,185,115,80,Heracross,40,105,214,Heracross
80,100,45,Honedge,35,37,70,50,50,Vibrava,50,50,679,Honedge
125,80,120,Bewear,55,60,150,70,106,Mewtwo,194,120,760,Bewear
55,30,40,Starly,30,30,40,40,40,Slugma,70,40,396,Starly
60,85,78,Drampa,135,91,70,105,60,Claydol,70,120,344,Claydol
48,48,76,Shellos,57,62,93,55,90,Pignite,70,55,499,Pignite
68,83,99,Tropius,72,87,50,50,80,Cryogonal,95,135,357,Tropius
55,35,35,Poochyena,30,30,48,48,76,Shellos,57,62,261,Poochyena
101,103,97,Celesteela,107,101,123,65,110,Emboar,100,65,797,Celesteela
45,65,40,Mr. Mime,100,120,30,30,40,Lotad,40,50,270,Lotad
59,50,77,Amaura,67,63,109,112,58,Durant,48,48,632,Durant
68,72,86,Pyroar,109,66,95,180,50,Cloyster,85,45,91,Cloyster
30,35,40,Noibat,45,40,124,78,95,Pangoro,69,71,714,Noibat
5,5,250,Chansey,35,105,120,85,63,Crawdaunt,90,55,113,Chansey
35,50,45,Petilil,70,50,130,90,106,Ho-Oh,110,154,250,Ho-Oh
40,60,60,Shroomish,40,60,75,90,50,Sandshrew,10,35,27,Sandshrew
40,52,38,Dewpider,40,72,23,48,95,Wynaut,23,48,360,Wynaut
35,55,40,Morelull,65,75,80,65,70,Girafarig,90,65,203,Girafarig
130,75,90,Ursaring,75,75,75,85,55,Roggenrola,25,25,524,Roggenrola
70,61,78,Linoone,50,61,60,30,40,Spearow,31,31,264,Linoone
84,105,55,Gorebyss,114,75,130,115,55,Kingler,50,50,368,Gorebyss
30,50,40,Voltorb,55,55,50,37,41,Purrloin,50,37,100,Voltorb
35,35,40,Meowth,50,40,50,80,75,Chimecho,95,90,358,Chimecho
40,50,60,Minun,75,85,50,80,75,Chimecho,95,90,358,Chimecho
65,35,35,Remoraid,65,35,112,118,108,Hippowdon,68,72,223,Remoraid
78,103,54,Tirtouga,53,45,181,131,59,Kartana,59,31,798,Kartana
44,40,48,Salandit,71,40,51,23,64,Whismur,51,23,293,Whismur
50,80,100,Azumarill,60,80,60,30,40,Spearow,31,31,184,Azumarill
64,58,58,Quilava,80,65,100,122,85,Gourgeist,58,75,711,Gourgeist
72,72,101,Aromatisse,99,89,35,50,45,Petilil,70,50,548,Petilil
155,120,65,Pinsir,65,90,27,60,40,Cottonee,37,50,546,Cottonee
75,53,68,Sliggoo,83,113,50,80,75,Chimecho,95,90,705,Sliggoo
181,131,59,Kartana,59,31,40,70,30,Horsea,70,25,116,Horsea
155,109,95,Gyarados,70,130,63,152,50,Toxapex,53,142,748,Toxapex
85,85,95,Quagsire,65,65,25,35,60,Spoink,70,80,325,Spoink
80,70,85,Porygon-Z,135,75,55,42,49,Glameow,42,37,431,Glameow
70,45,140,Wigglytuff,85,50,65,55,75,Palpitoad,65,55,536,Palpitoad
65,95,40,Koffing,60,45,52,48,50,Psyduck,65,50,109,Koffing
85,40,50,Cacnea,85,40,95,95,95,Type: Null,95,95,772,Type: Null
112,45,55,Archen,74,45,48,48,76,Shellos,57,62,422,Shellos
80,55,75,Timburr,25,35,53,62,50,Mareanie,43,52,747,Mareanie
30,55,43,Luvdisc,40,65,54,54,50,Popplio,66,56,370,Luvdisc
20,30,40,Ledyba,40,80,137,107,137,Solgaleo,113,89,165,Ledyba
125,80,120,Bewear,55,60,50,40,55,Minccino,40,40,572,Minccino
85,140,70,Torkoal,85,70,63,37,45,Elekid,65,55,239,Elekid
75,70,65,Xatu,95,70,5,5,250,Chansey,35,105,178,Xatu
55,80,40,Beldum,35,60,53,70,45,Sewaddle,40,60,540,Sewaddle
75,55,75,Sunflora,105,85,55,40,35,Tynamo,45,40,192,Sunflora
89,116,67,Bronzong,79,116,130,120,105,Rhydon,45,45,437,Bronzong
145,90,89,Landorus,105,80,50,100,80,Regice,100,200,645,Landorus
75,35,50,Bellsprout,70,30,75,75,90,Politoed,90,100,69,Bellsprout
75,60,45,Bagon,40,30,10,230,20,Shuckle,10,230,371,Bagon
90,45,61,Ninjask,50,50,50,65,55,Alakazam,175,105,65,Alakazam
110,110,75,Altaria,110,105,35,30,30,Gastly,100,35,92,Gastly
45,90,31,Nincada,30,30,100,72,74,Carnivine,90,72,455,Carnivine
60,44,35,Ekans,40,54,90,106,91,Heatran,130,106,23,Ekans
45,20,115,Jigglypuff,45,25,98,63,75,Simipour,98,63,516,Simipour
86,88,84,Empoleon,111,101,164,150,100,Tyranitar,95,120,248,Tyranitar
69,69,60,Brionne,91,81,95,95,50,Hitmontop,35,110,729,Brionne
45,70,60,Gothorita,75,85,30,35,40,Budew,50,70,406,Budew
98,63,75,Simisear,98,63,150,50,60,Aegislash,150,50,681,Aegislash
40,50,65,Duosion,125,60,160,110,50,Diancie,160,110,719,Diancie
100,85,120,Throh,30,85,117,70,66,Fraxure,40,50,611,Fraxure
75,35,50,Bellsprout,70,30,83,57,65,Electabuzz,95,85,125,Electabuzz
50,100,80,Regice,100,200,100,100,100,Victini,100,100,494,Victini
95,90,50,Deoxys,95,90,54,53,53,Inkay,37,46,686,Inkay
25,25,28,Ralts,45,35,80,60,75,Furfrou,65,90,280,Ralts
100,70,80,Machoke,50,60,70,70,75,Oricorio,98,70,67,Machoke
30,50,45,Gothita,55,65,40,60,45,Swablu,40,75,574,Gothita
50,40,55,Minccino,40,40,67,60,45,Goldeen,35,50,572,Minccino
100,70,70,Mudbray,45,55,69,85,55,Bergmite,32,35,712,Bergmite
20,15,25,Abra,105,55,64,50,50,Larvitar,45,50,63,Abra
70,48,43,Phantump,50,60,30,40,45,Solosis,105,50,708,Phantump
60,32,45,Blitzle,50,32,130,80,90,Machamp,65,85,522,Blitzle
75,50,70,Stufful,45,50,55,55,68,Rowlet,50,50,722,Rowlet
95,115,55,Graveler,45,45,48,65,44,Squirtle,50,64,7,Squirtle
140,130,45,Wishiwashi,140,135,73,75,65,Volbeat,47,85,313,Volbeat
75,35,44,Shuppet,63,33,60,70,65,Porygon,85,75,137,Porygon
70,48,43,Phantump,50,60,52,43,39,Charmander,60,50,708,Phantump
55,80,40,Beldum,35,60,100,70,80,Machoke,50,60,67,Machoke
50,90,40,Skorupi,30,55,95,125,75,Gliscor,45,75,472,Gliscor
64,58,58,Quilava,80,65,48,48,48,Ditto,48,48,156,Quilava
107,101,97,Necrozma,127,89,84,78,78,Typhlosion,109,85,157,Typhlosion
165,75,64,Banette,93,83,105,70,79,Thundurus,145,80,642,Thundurus
60,44,35,Ekans,40,54,130,120,105,Rhydon,45,45,23,Ekans
70,40,80,Accelgor,100,60,70,45,58,Gible,40,45,443,Gible
110,90,85,Stoutland,45,90,45,40,40,Fennekin,62,60,653,Fennekin
45,48,70,Clefairy,60,65,60,32,45,Blitzle,50,32,522,Blitzle
95,95,95,Type: Null,95,95,68,64,55,Turtwig,45,55,387,Turtwig
100,63,75,Zebstrika,80,63,170,115,108,Garchomp,120,95,523,Zebstrika
55,40,35,Pikachu,50,50,55,75,70,Vullaby,45,65,629,Vullaby
181,131,59,Kartana,59,31,120,75,90,Granbull,60,60,798,Kartana
110,75,70,Sceptile,145,85,93,55,90,Pignite,70,55,499,Pignite
56,77,85,Diggersby,50,77,100,63,75,Zebstrika,80,63,523,Zebstrika
70,115,70,Magnezone,130,90,75,75,78,Dartrix,70,70,723,Dartrix
65,67,74,Floette,125,128,40,52,38,Dewpider,40,72,751,Dewpider
165,95,68,Gallade,65,115,40,50,60,Minun,75,85,475,Gallade
117,80,95,Krookodile,65,70,65,60,65,Espeon,130,95,553,Krookodile
71,70,75,Raticate,40,80,80,140,65,Skarmory,40,70,20,Raticate
55,80,40,Beldum,35,60,45,35,40,Treecko,65,55,252,Treecko
100,45,45,Trapinch,45,45,70,73,95,Clefable,95,90,36,Clefable
90,70,60,Kecleon,60,120,50,50,50,Snorunt,50,50,361,Snorunt
20,15,25,Abra,105,55,80,65,43,Corphish,50,35,341,Corphish
50,58,62,Litleo,73,54,65,68,78,Florges,112,154,671,Florges
85,65,68,Gardevoir,165,135,85,50,65,Torracat,80,50,726,Torracat
110,90,85,Stoutland,45,90,70,40,70,Nuzleaf,60,40,274,Nuzleaf
45,70,60,Gothorita,75,85,30,35,45,Caterpie,20,20,575,Gothorita
29,31,43,Cosmog,29,31,60,45,50,Roselia,100,80,315,Roselia
85,125,50,Sableye,85,115,120,53,50,Hitmonlee,35,110,302,Sableye
69,95,60,Wormadam,69,95,63,152,50,Toxapex,53,142,748,Toxapex
60,126,103,Audino,80,126,110,75,70,Sceptile,145,85,254,Sceptile
45,55,45,Snivy,45,55,40,90,20,Duskull,30,90,495,Snivy
66,70,59,Pumpkaboo,44,55,75,110,85,Palossand,100,75,710,Pumpkaboo
91,63,104,Exploud,91,73,92,87,90,Nidoqueen,75,85,31,Nidoqueen
103,80,75,Leavanny,70,80,40,50,60,Minun,75,85,542,Leavanny
47,50,50,Joltik,57,50,50,95,50,Cubone,40,50,595,Joltik
100,85,120,Throh,30,85,57,40,46,Nidoran♂,40,40,32,Nidoran♂
40,50,70,Spheal,55,50,80,86,82,Slurpuff,85,75,685,Slurpuff
20,40,50,Azurill,20,40,55,145,60,Probopass,75,150,476,Probopass
65,60,130,Vaporeon,110,95,100,122,85,Gourgeist,58,75,711,Gourgeist
55,80,55,Sandygast,70,45,165,60,97,Rampardos,65,50,409,Rampardos
20,55,50,Metapod,25,25,150,140,70,Scizor,65,100,212,Scizor
100,115,60,Klinklang,70,85,90,129,91,Cobalion,90,72,638,Cobalion
45,40,59,Bidoof,35,40,132,105,90,Abomasnow,132,105,460,Abomasnow
100,100,100,Jirachi,100,100,105,75,75,Octillery,105,75,385,Jirachi
120,100,150,Giratina,120,100,120,75,80,Toucannon,75,75,487,Giratina
45,48,70,Clefairy,60,65,80,35,40,Mankey,35,45,56,Mankey
30,32,40,Surskit,50,52,20,30,40,Ledyba,40,80,165,Ledyba
40,48,52,Steenee,40,48,90,70,60,Kecleon,60,120,352,Kecleon
180,160,100,Groudon,150,90,50,65,55,Alakazam,175,105,65,Alakazam
65,40,45,Litten,60,40,135,85,80,Aerodactyl,70,95,142,Aerodactyl
80,95,60,Klang,70,85,36,38,38,Bunnelby,32,36,600,Klang
90,110,70,Drapion,60,75,30,35,40,Noibat,45,40,714,Noibat
25,28,50,Cleffa,45,55,25,45,76,Munna,67,55,517,Munna
40,80,60,Exeggcute,60,45,75,60,75,Dewott,83,60,102,Exeggcute
65,95,55,Seadra,95,45,50,40,50,Tympole,50,40,535,Tympole
10,230,20,Shuckle,10,230,120,130,80,Golem,55,65,213,Shuckle
55,40,35,Tynamo,45,40,150,50,60,Aegislash,150,50,681,Aegislash
100,45,45,Trapinch,45,45,80,65,43,Corphish,50,35,341,Corphish
105,75,75,Octillery,105,75,105,90,92,Hydreigon,125,90,635,Hydreigon
145,67,72,Greninja,153,71,62,80,60,Bayleef,63,80,658,Greninja
74,50,59,Golett,35,50,50,90,40,Skorupi,30,55,451,Skorupi
50,43,45,Fletchling,40,38,35,30,40,Kadabra,120,70,64,Kadabra
90,90,75,Houndoom,140,90,123,75,100,Braviary,57,75,628,Braviary
85,51,77,Kricketune,55,51,82,57,47,Crabrawler,42,47,739,Crabrawler
117,80,95,Krookodile,65,70,150,140,70,Scizor,65,100,553,Krookodile
100,85,60,Medicham,80,85,110,70,60,Dodrio,60,60,85,Dodrio
90,90,70,Darkrai,135,90,66,70,59,Pumpkaboo,44,55,710,Pumpkaboo
95,95,95,Type: Null,95,95,45,40,40,Electrike,65,40,772,Type: Null
50,50,100,Noctowl,86,96,60,85,78,Drampa,135,91,164,Noctowl
75,60,75,Dewott,83,60,30,50,45,Gothita,55,65,574,Gothita
102,77,81,Nidoking,85,75,95,57,65,Magmar,100,85,34,Nidoking
57,55,67,Swoobat,77,55,85,85,95,Quagsire,65,65,528,Swoobat
93,67,103,Skuntank,71,61,70,70,80,Ludicolo,90,100,272,Ludicolo
53,47,109,Nihilego,127,131,85,70,72,Zweilous,65,70,793,Nihilego
150,110,100,Swampert,95,110,125,40,67,Cranidos,30,30,260,Swampert
27,60,40,Cottonee,37,50,68,72,86,Pyroar,109,66,546,Cottonee
120,85,63,Crawdaunt,90,55,75,45,50,Karrablast,40,45,588,Karrablast
40,100,35,Omanyte,90,55,55,70,40,Klink,45,60,138,Omanyte
70,120,120,Cresselia,75,130,80,110,60,Marowak,50,80,488,Cresselia
90,129,91,Cobalion,90,72,35,40,38,Scatterbug,27,25,638,Cobalion
84,70,70,Pupitar,65,70,100,122,85,Gourgeist,58,75,711,Gourgeist
120,85,63,Crawdaunt,90,55,95,85,71,Vanilluxe,110,95,584,Vanilluxe
134,95,91,Dragonite,100,100,67,75,73,Ninetales,81,100,38,Ninetales
123,75,100,Braviary,57,75,64,60,68,Salazzle,111,60,758,Salazzle
64,85,35,Clamperl,74,55,50,50,36,Vanillite,65,60,366,Clamperl
81,97,86,Cradily,81,107,64,60,68,Salazzle,111,60,758,Salazzle
95,55,55,Sneasel,35,75,165,75,64,Banette,93,83,354,Banette
52,43,39,Charmander,60,50,72,78,68,Hippopotas,38,42,4,Charmander
95,50,45,Anorith,40,50,125,100,105,Kangaskhan,60,100,115,Kangaskhan
120,95,71,Genesect,120,95,100,80,79,Tornadus,110,90,649,Genesect
93,67,103,Skuntank,71,61,40,55,30,Meditite,40,55,307,Meditite
45,45,50,Skitty,35,35,55,80,55,Sandygast,70,45,300,Skitty
56,35,30,Rattata,25,35,80,95,50,Bonsly,10,45,438,Bonsly
75,35,44,Shuppet,63,33,55,50,50,Pidove,36,30,519,Pidove
40,60,45,Swablu,40,75,50,40,60,Plusle,85,75,311,Plusle
95,85,71,Vanilluxe,110,95,40,40,40,Slugma,70,40,218,Slugma
